Tipo de alojamiento;Codigo_CA;Comunidad;Residencia: Nivel 2;Año;Mes;Total;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2023;2;70462;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2023;1;57474;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;12;15082;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;11;17870;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;10;29706;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;9;36673;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;8;41692;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;7;36522;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;6;29942;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;5;26976;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;4;24545;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;3;20920;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;2;15480;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2023;1;14831;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;12;64173;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;11;69818;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;10;98392;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;9;113808;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;8;124639;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;7;106277;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;6;98721;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;5;102577;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;4;101629;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;3;72200;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;2;53345;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2023;1;44635;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;12;52464;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;11;57745;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;10;74294;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;9;73300;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;8;84441;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;7;68417;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;6;67088;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;5;61889;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;4;72664;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;3;57515;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;2;43761;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en España;2023;1;35412;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;12;11709;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;11;12072;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;10;24098;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;9;40508;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;8;40198;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;7;37860;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;6;31633;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;5;40688;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;4;28965;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;3;14685;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;2;9585;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;Residentes en el Extranjero;2023;1;9223;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;12;241437;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;11;249941;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;10;333615;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;9;358215;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;8;403073;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;7;378690;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;6;320834;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;5;322322;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;4;316309;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;3;251571;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;2;208182;;
Encuesta de Ocupación Hotelera;16;País Vasco;;2023;1;188713;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;12;167277;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;11;162759;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;10;176894;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;9;163390;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;8;193998;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;7;180751;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;6;150928;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;5;152663;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;4;178707;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;3;164774;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;2;138537;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en España;2023;1;129514;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;12;74160;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;11;87182;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;10;156721;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;9;194826;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;8;209074;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;7;197939;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;6;169906;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;5;169660;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;4;137602;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;3;86797;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;2;69644;;
Encuesta de Ocupación Hotelera;16;País Vasco;Residentes en el Extranjero;2023;1;59199;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;12;32781;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;11;39289;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;10;53759;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;9;60221;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;8;70618;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;7;53709;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;6;52115;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;5;52790;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;4;53118;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;3;36881;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;2;31146;;
Encuesta de Ocupación Hotelera;17;Rioja, La;;2023;1;24086;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;12;29494;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;11;34021;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;10;40388;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;9;40244;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;8;56288;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;7;42255;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;6;38265;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;5;34201;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;4;41567;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;3;32451;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;2;28020;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en España;2023;1;21694;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;12;3288;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;11;5268;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;10;13371;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;9;19977;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;8;14330;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;7;11454;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;6;13850;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;5;18588;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;4;11551;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;3;4429;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;2;3126;;
Encuesta de Ocupación Hotelera;17;Rioja, La;Residentes en el Extranjero;2023;1;2393;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;12;4456;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;11;4405;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;10;3924;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;9;5580;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;8;8679;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;7;6757;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;6;6973;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;5;7379;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;4;6582;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;3;4285;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;2;4688;;
Encuesta de Ocupación Hotelera;18;Ceuta;;2023;1;4635;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;12;2846;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;11;2897;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;10;2884;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;9;3783;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;8;5755;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;7;4050;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;6;5055;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;5;5544;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;4;5057;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;3;2556;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;2;3453;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en España;2023;1;2739;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;12;1610;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;11;1508;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;10;1040;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;9;1797;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;8;2924;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;7;2707;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;6;1918;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;5;1836;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;4;1524;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;3;1729;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;2;1235;;
Encuesta de Ocupación Hotelera;18;Ceuta;Residentes en el Extranjero;2023;1;1896;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;12;4664;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;11;4905;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;10;4374;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;9;5028;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;8;5165;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;7;4253;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;6;4557;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;5;4185;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;4;4147;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;3;4069;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;2;3478;;
Encuesta de Ocupación Hotelera;19;Melilla;;2023;1;3678;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;12;3764;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;11;4175;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;10;3467;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;9;4011;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;8;2604;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;7;2982;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;6;3994;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;5;3398;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;4;3581;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;3;3290;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;2;2979;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en España;2023;1;2792;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;12;900;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;11;730;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;10;907;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;9;1017;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;8;2561;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;7;1271;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;6;563;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;5;787;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;4;567;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;3;779;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;2;499;;
Encuesta de Ocupación Hotelera;19;Melilla;Residentes en el Extranjero;2023;1;886;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;12;1007743;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;11;1084818;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;10;1685566;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;9;1980050;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;8;2172087;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;7;2076997;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;6;1947800;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;5;1833026;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;4;1670249;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;3;1147658;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;2;989820;;
Encuesta de Ocupación Hotelera;1;Andalucía;;2022;1;694614;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;12;648223;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;11;666655;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;10;867663;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;9;1092918;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;8;1370076;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;7;1324060;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;6;1168278;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;5;1003842;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;4;967766;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;3;695459;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;2;683530;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en España;2022;1;462136;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;12;359520;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;11;418162;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;10;817904;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;9;887132;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;8;802011;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;7;752937;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;6;779523;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;5;829183;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;4;702483;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;3;452199;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;2;306290;;
Encuesta de Ocupación Hotelera;1;Andalucía;Residentes en el Extranjero;2022;1;232478;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;12;190127;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;11;164903;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;10;247503;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;9;261142;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;8;340668;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;7;281784;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;6;234944;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;5;209307;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;4;244498;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;3;187773;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;2;181090;;
Encuesta de Ocupación Hotelera;2;Aragón;;2022;1;154769;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;12;163226;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;11;136409;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;10;198129;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;9;195777;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;8;260126;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;7;215248;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;6;182799;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;5;160870;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;4;203876;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;3;159485;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;2;155832;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en España;2022;1;136971;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;12;26902;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;11;28495;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;10;49374;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;9;65365;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;8;80542;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;7;66536;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;6;52145;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;5;48437;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;4;40622;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;3;28288;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;2;25259;;
Encuesta de Ocupación Hotelera;2;Aragón;Residentes en el Extranjero;2022;1;17798;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;12;85895;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;11;94412;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;10;161014;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;9;201227;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;8;274811;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;7;242167;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;6;177752;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;5;143685;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;4;138486;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;3;84443;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;2;71141;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;;2022;1;55447;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;12;77550;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;11;84090;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;10;132523;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;9;156490;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;8;226348;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;7;200203;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;6;138932;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;5;110048;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;4;118092;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;3;75718;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;2;65177;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en España;2022;1;50991;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;12;8345;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;11;10322;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;10;28491;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;9;44737;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;8;48464;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;7;41964;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;6;38820;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;5;33637;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;4;20394;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;3;8725;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;2;5964;;
Encuesta de Ocupación Hotelera;3;Asturias, Principado de;Residentes en el Extranjero;2022;1;4456;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;12;80696;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;11;111194;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;10;1072128;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;9;1618513;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;8;1954444;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;7;1904858;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;6;1742424;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;5;1378649;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;4;627500;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;3;202457;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;2;92624;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;;2022;1;42131;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;Residentes en España;2022;12;35980;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;Residentes en España;2022;11;44337;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;Residentes en España;2022;10;167105;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;Residentes en España;2022;9;187516;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;Residentes en España;2022;8;284123;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;Residentes en España;2022;7;242215;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;Residentes en España;2022;6;238985;;
Encuesta de Ocupación Hotelera;4;Balears, Illes;Residentes en España;2022;5;174365;;
